invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-17152500004,2019-01-25,4556,CASEY'S GENERAL STORE #2552 / GOLDFIELD,319 E HWY 3,GOLDFIELD,50542,POINT(-93.917008 42.731594),99,WRIGHT,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17096800059,2019-01-23,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT(-96.346969 42.447396),97,WOODBURY,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17254200007,2019-01-30,4981,SINCLAIR FOOD MART,206 N MAIN ST,TRAER,50675,POINT(-92.465474 42.196408),86,TAMA,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18033300004,2019-03-11,2554,HY-VEE FOOD STORE / DAVENPORT,3019 ROCKINGHAM ROAD,DAVENPORT,52802,POINT(-90.620725 41.510523),82,SCOTT,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18177400003,2019-03-18,5577,RUSH STOP,609 S MAIN ST,CHARLES CITY,50616,POINT(-92.682538 43.061014),34,FLOYD,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-30697000022,2020-10-01,5251,NORTHSIDE LIQUOR,1303 NORTH FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17566300005,2019-02-14,5307,FAREWAY STORES #167/JOHNSTON,6005 MERLE HAY ROAD,JOHNSTON,50131,POINT(-93.697658 41.670127),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-50966900010,2022-09-06,4663,CASEY'S GENERAL STORE #3077 / PEOSTA,236 PEOSTA ST,PEOSTA,52068,POINT(-90.85041 42.443954),,DUBUQUE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-31059000058,2020-10-15,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.235588 43.148451),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-25551000009,2020-03-02,4715,WALGREENS #06678 / WEST DES MOINES,1999 GRAND AVE,WEST DES MOINES,50265.0,POINT(-93.731469 41.571398),77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-17734000050,2019-02-22,2585,HY-VEE WINE AND SPIRITS / ALGONA,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT(-94.236003 43.081288),55,KOSSUTH,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-51442600019,2022-09-21,6143,HOMETOWN WINE & SPIRITS / OSKALOOSA,1202 A AVE E,OSKALOOSA,52577,POINT(-92.631668 41.296289),,MAHASKA,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-51584400069,2022-09-27,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT(-92.908013 42.050162),,MARSHALL,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-25819100001,2020-03-11,5877,CASEY'S GENERAL STORE #1659 / ANKENY,302 S ANKENY BLVD,ANKENY,50023.0,POINT(-93.600376 41.729341),77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-41709900004,2021-11-05,5513,RICHMOND & FERRY BP,720 RICHMOND AVE,OTTUMWA,52501.0,POINT(-92.432524 41.006982),90,WAPELLO,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-19567800010,2019-05-23,4795,WALGREENS #00359 / DES MOINES,2545 E EUCLID AVE,DES MOINES,50317,POINT(-93.568668 41.627702),77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-35472800003,2021-03-31,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.978702 41.006456),51,JEFFERSON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-14305400004,2018-09-07,4938,PRONTO MARKET,201 S MAIN ST,HAZLETON,50641,POINT(-91.905522 42.615596),10,BUCHANAN,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-28936000029,2020-07-23,5859,LIQUOR TOBACCO & GROCERY - MASON CITY,18 NORTH MONROE AVENUE,MASON CITY,50401.0,POINT(-93.208614 43.152301),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-14699600005,2018-09-27,5282,YESWAY STORE # 10019/ MASON CITY,1224 FEDERAL AVE N,MASON CITY,50401,POINT(-93.201061 43.163367),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-50437100048,2022-08-18,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240.0,POINT(-91.518868 41.676095),,JOHNSON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-38554800022,2021-07-21,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219.0,POINT(-92.899277 41.396961),63,MARION,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-38596200042,2021-07-22,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317.0,POINT(-93.519187 41.598109),77,POLK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-27736200029,2020-06-05,5789,CASEY'S GENERAL STORE #2512 / HILLS,310 W MAIN ST,HILLS,52235.0,POINT(-91.541098 41.55423),52,JOHNSON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-15467600026,2018-11-05,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314,POINT(-93.61947 41.600419),77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-39507000009,2021-08-24,5295,YESWAY STORE # 10023/ WATERLOO,117 SAN MARNAN DR E,WATERLOO,50702.0,POINT(-92.355753 42.457847),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-39579900006,2021-08-26,6144,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,1303 N FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORD,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-32050200011,2020-11-18,2700,HY-VEE DOLLAR FRESH - EMMETSBURG,3402 MAIN STREET,EMMETSBURG,50536.0,POINT(-94.693454 43.111917),74,PALO ALTO,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21547400010,2019-08-28,5287,YESWAY STORE # 1029/ CLARION,300 CENTRAL AVE W,CLARION,50525.0,POINT(-93.735925 42.731643),99,WRIGHT,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21657100005,2019-09-03,2554,HY-VEE FOOD STORE / DAVENPORT,3019 ROCKINGHAM ROAD,DAVENPORT,52802.0,POINT(-90.620725 41.510523),82,SCOTT,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-42614900013,2021-12-06,4781,CASEY'S GENERAL STORE #3079 / EARLY,"2245, US HWY 71",EARLY,50535.0,POINT(-95.147987 42.467332),81,SAC,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-24968300002,2020-02-03,5449,MODS MARKET,200 1ST AVE NE STE 124,CEDAR RAPIDS,52401.0,POINT(-91.668267 41.978996),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20800700003,2019-07-23,4981,SINCLAIR FOOD MART,206 N MAIN ST,TRAER,50675.0,POINT(-92.465474 42.196408),86,TAMA,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-20481800002,2019-07-08,5292,JOHN'S QWIK STOP,"814, C AVE",VINTON,52349.0,POINT(-92.027865 42.163119),6,BENTON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-44443700107,2022-02-04,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302.0,,57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-21770400120,2019-09-09,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321.0,POINT(-93.644943 41.542748),77,POLK,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11786,BLACK VELVET TRAVELER,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-30071200034,2020-09-09,2578,HY-VEE / CHARLES CITY,901 KELLY ST,CHARLES CITY,50616.0,POINT(-92.67556 43.066993),34,FLOYD,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11786,BLACK VELVET PET,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-18037500004,2019-03-11,4983,RIVER MART,14562 WASHINGTON RD,WEST BURLINGTON,52655,POINT(-91.209254 40.839429),29,DES MOINES,1012100.0,CANADIAN WHISKIES,55,SAZERAC NORTH AMERICA,12404,CANADIAN LTD WHISKY,24,375,2.05,3.08,48,147.84,18.0,4.75
INV-36418900029,2021-05-07,4023,WAL-MART 1389 / BOONE,1515 SE MARSHALL ST,BOONE,50036.0,POINT(-93.869892 42.035093),8,BOONE,1012100.0,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,12466,CANADIAN MIST WHISKY,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-38432700062,2021-07-16,3562,WAL-MART 0797 / W BURLINGTON,324 WEST AGENCY RD,WEST BURLINGTON,52655.0,POINT(-91.158407 40.813125),29,DES MOINES,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12466,CANADIAN MIST WHISKY,12,750,5.23,7.85,24,188.4,18.0,4.75
INV-44362800024,2022-02-02,5003,FAMOUS LIQUORS,2604 W LOCUST ST,DAVENPORT,52804.0,POINT(-90.615543 41.538186),82,SCOTT,1012100.0,CANADIAN WHISKIES,421,SAZERAC COMPANY  INC,12860,RICH & RARE RESERVE,12,750,6.5,9.75,24,234.0,18.0,4.75
INV-16934700005,2019-01-15,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT(-91.668909 42.034799),57,LINN,1012100.0,CANADIAN WHISKIES,380.0,PHILLIPS BEVERAGE,14484,REVEL STOKE ROASTED APPLE,12,750,7.99,11.99,24,273.36,18.0,4.75
INV-23659800080,2019-12-04,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1012100.0,CANADIAN WHISKIES,380.0,PHILLIPS BEVERAGE,14484,REVEL STOKE ROASTED APPLE,12,750,7.99,11.99,24,287.76,18.0,4.75
INV-41393500064,2021-10-27,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14484,REVEL STOKE HARDCORE ROASTED APPLE,12,750,9.02,13.53,24,324.72,18.0,4.75
INV-20498400060,2019-07-09,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14484,REVEL STOKE ROASTED APPLE,12,750,7.99,11.99,24,287.76,18.0,4.75
INV-29208900001,2020-08-04,5666,COSTCO WHOLESALE #1325 / DAVENPORT,2790 E 53RD ST,DAVENPORT,52807.0,POINT(-90.533235 41.574836),82,SCOTT,1011600.0,STRAIGHT RYE WHISKIES,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15187,WHISTLEPIG 6 YEAR PIGGYBACK,6,750,25.0,37.5,24,900.0,18.0,4.75
INV-37362200047,2021-06-09,4582,JIFFY #926 / SPIRIT LAKE,"2402, 17TH ST",SPIRIT LAKE,51360.0,POINT(-95.126585 43.42282),30,DICKINSON,1012100.0,CANADIAN WHISKIES,322,PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO,15296,WINDSOR CANADIAN PET,12,750,4.67,7.01,24,168.24,18.0,4.75
INV-19750900048,2019-06-03,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT(-90.548919 41.556781),82,SCOTT,1012100.0,CANADIAN WHISKIES,65,JIM BEAM BRANDS,15296,WINDSOR CANADIAN PET,12,750,4.67,7.01,24,168.24,18.0,4.75
INV-48180900007,2022-06-08,4582,JIFFY #926 / SPIRIT LAKE,"2402, 17TH ST",SPIRIT LAKE,51360.0,POINT(-95.126585 43.42282),30,DICKINSON,1012100.0,CANADIAN WHISKIES,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,15296,WINDSOR CANADIAN PET,12,750,5.0,7.5,24,180.0,18.0,4.75
INV-29169200080,2020-08-03,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1012400.0,IRISH WHISKIES,380,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,10.07,15.11,24,362.64,18.0,4.75
INV-44575600081,2022-02-09,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.658111 42.010962),57,LINN,1012400.0,IRISH WHISKIES,380,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,10.07,15.11,24,362.64,18.0,4.75
INV-22990100035,2019-11-04,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.658577 41.955859),57,LINN,1012400.0,IRISH WHISKIES,380.0,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,10.07,15.11,24,362.64,18.0,4.75
INV-33645300050,2021-01-20,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1012400.0,IRISH WHISKIES,380.0,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,9.57,14.36,24,362.64,18.0,4.75
INV-40651000005,2021-10-04,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807.0,POINT(-90.513769 41.574973),82,SCOTT,1012400.0,IRISH WHISKIES,380.0,PHILLIPS BEVERAGE,15582,FINAGRENS IRISH WHISKEY,12,750,10.07,15.11,24,362.64,18.0,4.75
INV-42947200072,2021-12-15,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240.0,POINT(-91.518868 41.676095),52,JOHNSON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.99,25.49,24,593.76,18.0,4.75
INV-40601000007,2021-10-01,2649,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001.0,POINT(-90.666497 42.497219),31,DUBUQUE,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-35949000079,2021-04-20,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-44645300001,2022-02-11,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.731396 41.571527),77,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.99,25.49,24,611.76,18.0,4.75
INV-18081400019,2019-03-12,4131,FAREWAY STORES #933 / URBANDALE,8450 MEREDITH DR,URBANDALE,50322,POINT(-93.734312 41.643829),77,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,15.99,23.99,24,575.76,18.0,4.75
INV-27069300011,2020-05-06,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556.0,POINT(-91.978702 41.006456),51,JEFFERSON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-17717900002,2019-02-22,4284,FAREWAY STORES #559 / IOWA FALLS,500 IOWA ST,IOWA FALLS,50126,POINT(-93.263746 42.522324),42,HARDIN,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12,750,15.99,23.99,24,575.76,18.0,4.75
INV-23568300046,2019-11-29,2518,HY-VEE WINE AND SPIRITS / RED OAK,1607 NORTH BROADWAY,RED OAK,51566.0,POINT(-95.83539 41.279189),69,MONTGOMERY,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-27522400110,2020-05-27,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,,77,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-31299100099,2020-10-23,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483701 41.552338),82,SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-34647800006,2021-03-01,3806,TARGET STORE T-1901 / WDM,5405 MILLS CIVIC PKWY,WEST DES MOINES,50266.0,POINT(-93.779823 41.559272),77,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-42170700007,2021-11-19,5811,CASEY'S GENERAL STORE #2629 / RIVERSIDE,200 E 1ST ST,RIVERSIDE,52327.0,POINT(-91.578314 41.480006),92,WASHINGTON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-42425600018,2021-11-29,4163,FAREWAY STORES #461 / STORM LAKE,731 SENECA ST,STORM LAKE,50588.0,,11,BUENA VIST,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.49,24.74,24,593.76,18.0,4.75
INV-42479700076,2021-12-01,2623,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104.0,POINT(-96.417795 42.519966),97,WOODBURY,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,16.99,25.49,24,593.76,18.0,4.75
INV-34486200010,2021-02-22,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807.0,POINT(-90.513769 41.574973),82,SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15644,JAMESON,24,375,7.1,10.65,48,511.2,18.0,4.75
INV-17326500002,2019-02-04,5403,GOLDEN MART,1026 W RIVER DRIVE,DAVENPORT,52802,POINT(-90.588375 41.520158),82,SCOTT,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15644,JAMESON,24,375,6.74,10.11,48,485.28,18.0,4.75
INV-45145600034,2022-07-21,6144,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,1303 N FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),,CERRO GORD,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15667,JAMESON BLACK BARREL,12,750,22.48,33.72,24,809.28,18.0,4.75
INV-25616700006,2020-03-04,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15667,JAMESON BLACK BARREL,12,750,21.48,32.22,24,773.28,18.0,4.75
INV-21731200033,2019-09-05,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401.0,POINT(-93.235588 43.148451),17,CERRO GORD,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15667,JAMESON BLACK BARREL,12,750,21.48,32.22,24,773.28,18.0,4.75
INV-43434500009,2021-12-31,3691,TARGET STORE T-1791 / URBANDALE,11148 PLUM DR,URBANDALE,50322.0,POINT(-93.76978 41.646827),77,POLK,1012400.0,IRISH WHISKIES,421,SAZERAC COMPANY  INC,15763,GLASS MANOR IRISH WHISKEY,12,750,10.0,15.0,24,360.0,18.0,4.75
INV-25821400008,2020-03-12,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1012400.0,IRISH WHISKIES,421,SAZERAC COMPANY  INC,15818,PADDY OLD IRISH WHISKEY,12,750,10.0,15.0,24,360.0,18.0,4.75
INV-48948900043,2022-07-06,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POINT(-93.465301 41.644041),77,POLK,1012400.0,IRISH WHISKIES,395,PROXIMO,15830,PROPER NO. TWELVE,12,750,14.0,21.0,24,504.0,18.0,4.75
INV-19253500004,2019-05-09,2106,HILLSTREET NEWS AND TOBACCO,2217 COLLEGE,CEDAR FALLS,50613,POINT(-92.455796 42.517182),7,BLACK HAWK,1012400.0,IRISH WHISKIES,395,PROXIMO,15830,PROPER NO. TWELVE,12,750,14.0,21.0,24,504.0,18.0,4.75
INV-27680300072,2020-06-03,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,,77,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,240.0,WILLIAM GRANT & SONS INC,15911,TULLAMORE DEW CIDER CASK,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-45938400010,2022-03-28,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.61374 41.605828),77,POLK,1012400.0,IRISH WHISKIES,240,WILLIAM GRANT & SONS INC,15940,TULLAMORE DEW,12,750,15.5,23.25,24,558.0,18.0,4.75
INV-28837400004,2020-07-20,2716,HY-VEE HAMPTON DOLLAR FRESH,808 4TH ST SE,HAMPTON,50441.0,POINT(-93.202507 42.734292),35,FRANKLIN,1012400.0,IRISH WHISKIES,240,WILLIAM GRANT & SONS INC,15940,TULLAMORE DEW IRISH WHISKY,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-21314900010,2019-08-19,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,POINT(-91.530463 41.642764),52,JOHNSON,1012400.0,IRISH WHISKIES,240.0,WILLIAM GRANT & SONS INC,15940,TULLAMORE DEW IRISH WHISKY,12,750,15.0,22.5,24,540.0,18.0,4.75
INV-17089400027,2019-01-23,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POINT(-93.465301 41.644041),77,POLK,1011500.0,BOTTLED IN BOND BOURBON,259.0,HEAVEN HILL BRANDS,16096,EVAN WILLIAMS BOTTLED IN BOND,12,750,9.92,14.88,24,357.12,18.0,4.75
INV-47110400030,2022-05-04,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT(-91.605881 41.722419),52,JOHNSON,1011500.0,BOTTLED IN BOND BOURBON,259,HEAVEN HILL BRANDS,16096,EVAN WILLIAMS BOTTLED IN BOND,12,750,10.0,15.0,24,360.0,18.0,4.75
