invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-31957700023,2020-11-16,5399,CASEY'S GENERAL STORE # 1876/MANLY,505 HWY 65 S,MANLY,50456.0,POINT(-93.210905 43.283246),98,WORTH,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-39097000012,2021-08-10,4395,KUM & GO #133 / ELLSWORTH,1111 IA HIGHWAY 175,ELLSWORTH,50075.0,POINT(-93.572941 42.309754),40,HAMILTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-27895300008,2020-06-10,2555,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632.0,POINT(-91.403752 40.41538),56,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-26462900004,2020-04-10,5327,MEGA SAVER,3540 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.903763 41.261907),78,POTTAWATTA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-50798600001,2022-08-30,6001,CASEY'S GENERAL STORE #1131 / DYSART,201 HWY 21,DYSART,52224.0,,,TAMA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19066,JIM BEAM,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-22591900079,2019-10-16,3443,SUPER SAVER IV,1141 N BROADWAY,COUNCIL BLUFFS,51503.0,POINT(-95.836515 41.270824),78,POTTAWATTA,1701100.0,TEMPORARY & SPECIALTY PACKAGES,65.0,JIM BEAM BRANDS,19094,JIM BEAM CUBS EDITION,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-25492600037,2020-02-27,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240.0,POINT(-91.518868 41.676095),52,JOHNSON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,65,JIM BEAM BRANDS,19094,JIM BEAM CUBS EDITION,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-46492200110,2022-04-14,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009.0,POINT(-93.465301 41.644041),77,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,65,JIM BEAM BRANDS,19094,JIM BEAM CUBS EDITION,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-37627100023,2021-06-18,2518,HY-VEE WINE AND SPIRITS / RED OAK,1607 NORTH BROADWAY,RED OAK,51566.0,POINT(-95.83539 41.279189),69,MONTGOMERY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-22438800006,2019-10-10,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-36094600009,2021-04-23,5443,1ST STOP BEVERAGE SHOP,2839 EAST UNIVERSITY AVE.,DES MOINES,50317.0,POINT(-93.561517 41.600476),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-41026700078,2021-10-15,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501.0,POINT(-94.177165 42.508344),94,WEBSTER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-40940800007,2021-10-13,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503.0,POINT(-95.825137 41.242732),78,POTTAWATTA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,11.0,16.5,24,396.0,18.0,4.75
INV-24664700062,2020-01-20,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-27983000106,2020-06-15,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-15561800201,2018-11-07,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT(-90.548919 41.556781),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19096,JIM BEAM PET,12,750,10.5,15.75,24,378.0,18.0,4.75
INV-26932500008,2020-04-30,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.673222 41.600361),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19112,JIM BEAM DEVILS CUT,12,750,13.5,20.25,24,486.0,18.0,4.75
INV-35410000004,2021-03-30,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19227,KNOB CREEK,6,1000,24.67,37.01,18,666.18,18.0,4.75
INV-36799800008,2021-05-20,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,POINT(-93.613739 41.60572),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19227,KNOB CREEK,6,1000,24.67,37.01,18,666.18,18.0,4.75
INV-37247300065,2021-06-07,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT(-91.591868 41.682337),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,17.5,26.25,24,630.0,18.0,4.75
INV-45843300007,2022-03-23,3521,AMERISTAR CASINO / COUNCIL BLUFFS,2200 RIVER ROAD,COUNCIL BLUFFS,51501.0,POINT(-95.909823 41.242018),78,POTTAWATTA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18.0,27.0,24,648.0,18.0,4.75
INV-29809600017,2020-08-28,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807.0,POINT(-90.513769 41.574973),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,17.5,26.25,24,630.0,18.0,4.75
INV-31871600104,2020-11-12,2248,INGERSOLL LIQUOR AND BEVERAGE,3500 INGERSOLL AVE,DES MOINES,50312.0,POINT(-93.664182 41.586319),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,17.5,26.25,24,630.0,18.0,4.75
INV-38518400008,2021-07-20,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701.0,,7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,17.5,26.25,24,630.0,18.0,4.75
INV-47750900003,2022-05-25,2643,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701.0,,7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19476,MAKERS MARK,12,750,18.0,27.0,24,648.0,18.0,4.75
INV-18946900034,2019-04-24,5144,SAM'S CLUB 6979 / ANKENY,4625 SE DELAWARE AVE,ANKENY,50021,POINT(-93.581273 41.691),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19486,MAKERS 46,6,750,21.0,31.5,24,756.0,18.0,4.75
INV-48980800037,2022-07-07,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19486,MAKERS 46,6,750,21.5,32.25,24,774.0,18.0,4.75
INV-18395700007,2019-03-27,4129,CYCLONE LIQUORS,626 LINCOLN WAY,AMES,50010,POINT(-93.618911 42.022854),85,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,287,CHATHAM IMPORTS INC,19880,MICHTER'S US*1 SMALL BATCH BOURBON WHISKEY,6,750,22.42,33.63,24,807.12,18.0,4.75
INV-37975400061,2021-07-01,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.673222 41.600361),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,20116,OLD GRAND DAD 114PRF,12,750,13.84,20.76,24,498.24,18.0,4.75
INV-15716600055,2018-11-14,5514,JOHNCY'S LIQUOR STORE,585 HWY 965 STE D & E,NORTH LIBERTY,52317,POINT(-91.60761 41.738129),52,JOHNSON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,434.0,LUXCO INC,20318,OLD EZRA 7YR,6,750,20.0,30.0,24,720.0,18.0,4.75
INV-45291300048,2022-07-27,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010.0,,,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,11.5,17.25,24,414.0,18.0,4.75
INV-45623400020,2022-03-16,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010.0,,85,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,11.5,17.25,24,393.12,18.0,4.75
INV-36024900004,2021-04-22,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,10.92,16.38,24,393.12,18.0,4.75
INV-32762400002,2020-12-16,2673,HY-VEE # 6/ DES MOINES,420 COURT AVE,DES MOINES,50309.0,POINT(-93.622454 41.584842),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,10.92,16.38,24,393.12,18.0,4.75
INV-45992800001,2022-03-29,4146,FAREWAY STORES #561 / WAVERLY,220 W BREMER AVE,WAVERLY,50677.0,POINT(-92.473476 42.725748),9,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,11.5,17.25,24,393.12,18.0,4.75
INV-51266100043,2022-09-16,6209,HY-VEE / GRIMES,351 NORTHEAST GATEWAY DRIVE,GRIMES,50111,POINT(-93.779961 41.68625),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,11.5,17.25,24,414.0,18.0,4.75
INV-41526100032,2021-11-01,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,POINT(-91.659875 41.97574),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,10.92,16.38,24,393.12,18.0,4.75
INV-38864200133,2021-08-02,2508,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405.0,POINT(-91.697941 41.97447),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,10.92,16.38,24,393.12,18.0,4.75
INV-15180000040,2018-10-22,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,10.92,16.38,24,393.12,18.0,4.75
INV-15629000043,2018-11-12,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,20366,OLD FORESTER BOURBON 86PRF,12,750,10.92,16.38,24,393.12,18.0,4.75
INV-38554800076,2021-07-21,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219.0,POINT(-92.899277 41.396961),63,MARION,1701100.0,TEMPORARY & SPECIALTY PACKAGES,65.0,JIM BEAM BRANDS,20920,OLD TUB,12,750,12.5,18.75,24,450.0,18.0,4.75
INV-42701400097,2021-12-08,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT(-91.605881 41.722419),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,21215,REBEL KSBW 100PRF,6,750,10.0,15.0,24,360.0,18.0,4.75
INV-30131100027,2020-09-10,5251,NORTHSIDE LIQUOR,1303 NORTH FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORD,1011200.0,STRAIGHT BOURBON WHISKIES,434.0,LUXCO INC,21215,REBEL YELL KSBW 100PRF,6,750,10.0,15.0,24,360.0,18.0,4.75
INV-29101400044,2020-07-30,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131.0,POINT(-93.697731 41.665172),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21480,BENCHMARK OLD NO 8,12,750,6.38,9.57,24,229.68,18.0,4.75
INV-44001300003,2022-01-21,3678,"SMOKE SHOP, THE",1918 SE 14TH ST,DES MOINES,50320.0,POINT(-93.59701 41.57093),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21595,TEN HIGH PET,12,750,4.1,6.15,24,147.6,18.0,4.75
INV-27559600104,2020-05-29,5127,PRICE CHOPPER  /  INGERSOLL,3425 INGERSOLL AVE,DES MOINES,50312.0,POINT(-93.663337 41.586313),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,55,SAZERAC NORTH AMERICA,21596,TEN HIGH,12,750,4.1,6.15,24,147.6,18.0,4.75
INV-35199400002,2021-03-22,2528,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315.0,,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,55.0,SAZERAC NORTH AMERICA,21596,TEN HIGH,12,750,4.1,6.15,24,147.6,18.0,4.75
INV-46555900007,2022-04-18,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596756 41.553941),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,619,CAMPARI AMERICA,22121,WILD TURKEY 81,12,750,12.0,18.0,24,432.0,18.0,4.75
INV-37068900002,2021-06-01,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,POINT(-90.48065 41.529655),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-34308000025,2021-02-15,3666,TARGET STORE T-1771 / CEDAR RAPIDS,3400 EDGEWOOD RD SW,CEDAR RAPIDS,52404.0,POINT(-91.716111 41.944272),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-44356500006,2022-02-02,2675,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241.0,POINT(-91.605881 41.722419),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-40701900062,2021-10-05,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677.0,POINT(-92.475403 42.712263),9,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-31101200027,2020-10-16,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501.0,POINT(-94.177165 42.508344),94,WEBSTER,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-43922500004,2022-01-19,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,POINT(-90.539056 41.80989),23,CLINTON,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-40496400032,2021-09-28,4189,FAREWAY STORES #594 / MANCHESTER,109 EAST MARION ST,MANCHESTER,52057.0,POINT(-91.457225 42.48217),28,DELAWARE,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-50357600019,2022-08-16,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023.0,POINT(-93.621928 41.705447),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,23.0,34.5,24,828.0,18.0,4.75
INV-38671800034,2021-07-26,3732,NORTH SCOTT FOODS,425 E LECLAIRE RD,ELDRIDGE,52748.0,POINT(-90.577311 41.654695),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-21188500015,2019-08-13,3814,COSTCO WHOLESALE #788 / WDM,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266.0,POINT(-93.806489 41.561342),25,DALLAS,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-21844300011,2019-09-11,4677,COSTCO WHOLESALE #1111 / CORALVILLE,2900 HEARTLAND DR,CORALVILLE,52241.0,POINT(-91.614941 41.698028),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-46952900001,2022-04-28,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105.0,POINT(-96.363535 42.487479),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-15662200008,2018-11-13,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT(-91.67969 42.031819),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,85.0,BROWN FORMAN CORP.,22215,WOODFORD RESERVE,12,750,22.49,33.74,24,809.76,18.0,4.75
INV-48477800001,2022-06-20,4677,COSTCO WHOLESALE #1111 / CORALVILLE,2900 HEARTLAND DR,CORALVILLE,52241.0,POINT(-91.616243 41.697174),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,85,BROWN FORMAN CORP.,22228,WOODFORD RESERVE DOUBLE OAKED,6,750,31.5,47.25,24,1097.76,18.0,4.75
INV-45170600023,2022-07-22,4997,DOWNTOWN PANTRY,"218, 6TH AVE #101",DES MOINES,50309.0,POINT(-93.62452 41.585651),,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22784,BEAMS 8 STAR BL WHISKEY,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-40815700020,2021-10-08,4997,DOWNTOWN PANTRY,"218, 6TH AVE #101",DES MOINES,50309.0,,77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22784,BEAMS 8 STAR BL WHISKEY,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-27947300020,2020-06-12,4643,CUBBY'S RED OAK,"2405, N BROADWAY ST",RED OAK,51566.0,POINT(-95.232924 41.027387),69,MONTGOMERY,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,22786,BEAMS 8 STAR BL WHISKEY,12,750,4.0,6.0,24,144.0,18.0,4.75
INV-48806500029,2022-06-29,3525,WINES AND SPIRITS / WASHINGTON,106 W 2ND ST,WASHINGTON,52353.0,POINT(-91.692213 41.300399),92,WASHINGTON,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-16381800086,2018-12-18,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT(-93.602372 41.526289),77,POLK,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-16678800036,2019-01-02,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT(-93.602372 41.526289),77,POLK,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-18268000057,2019-03-21,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703,POINT(-92.335358 42.497854),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-17932600003,2019-03-05,5504,NEIGHBORHOOD MART,2102 LAFAYETTE ST,WATERLOO,50703,POINT(-92.313923 42.489893),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-40957900020,2021-10-14,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703.0,POINT(-92.335358 42.497854),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-27438100102,2020-05-22,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302.0,POINT(-91.605094 42.033366),57,LINN,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-50046300028,2022-08-03,3525,WINES AND SPIRITS / WASHINGTON,106 W 2ND ST,WASHINGTON,52353.0,POINT(-91.692213 41.300399),,WASHINGTON,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.99,5.99,24,143.76,18.0,4.75
INV-14920900085,2018-10-09,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT(-91.658105 42.010971),57,LINN,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-14981900016,2018-10-11,2130,SYCAMORE CONVENIENCE,617 SYCAMORE,WATERLOO,50703,POINT(-92.335358 42.497854),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-28063300069,2020-06-17,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.658105 42.010971),57,LINN,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-26612200026,2020-04-16,5859,LIQUOR TOBACCO & GROCERY - MASON CITY,18 NORTH MONROE AVENUE,MASON CITY,50401.0,POINT(-93.208614 43.152301),17,CERRO GORD,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23626,FIVE STAR PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-37963400015,2021-06-30,5374,IOWA LIQUOR & TOBACCO,1021 EAST MAIN STREET,OTTUMWA,52501.0,POINT(-92.400704 41.010404),90,WAPELLO,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-25315400018,2020-02-18,5086,"CENTRAL MART I, LLC.","2501, FLOYD BLVD",SIOUX CITY,51106.0,POINT(-96.385071 42.515989),97,WOODBURY,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-45568300011,2022-03-14,5100,SAM'S FOOD,648 N  MARQUETTE ST,DAVENPORT,52802.0,POINT(-90.590879 41.526469),82,SCOTT,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-39959100009,2021-09-10,5859,LIQUOR TOBACCO & GROCERY - MASON CITY,18 NORTH MONROE AVENUE,MASON CITY,50401.0,POINT(-93.208614 43.152301),17,CERRO GORD,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-23900200021,2019-12-13,5204,QUIK STOP  /  BURLINGTON,1812 OSBORN ST,BURLINGTON,52601.0,POINT(-91.112658 40.826163),29,DES MOINES,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-19950500005,2019-06-12,5706,FORT MADISON LIQUOR & TOBACCO OUTLET PLUS,1735 AVE H,FORT MADISON,52627,POINT(-91.329797 40.63021),56,LEE,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
